OrderID,Status,StatusTimestamp
R00046,In Progress,01/12/2023 12:15:00
R00046,Delivered,01/12/2023 12:30:00
R00047,Submitted,02/06/2023 21:18:00
R00047,In Progress,02/06/2023 21:23:00
R00047,Delivered,02/06/2023 21:32:00
R00048,Submitted,17/01/2023 14:04:00
R00048,In Progress,17/01/2023 14:09:00
R00048,Delivered,17/01/2023 14:16:00
R00049,Submitted,12/05/2023 18:35:00
R00049,In Progress,12/05/2023 18:37:00
R00049,Delivered,12/05/2023 18:49:00
R00050,Submitted,14/04/2023 10:04:00
R00050,In Progress,14/04/2023 10:09:00
R00050,Delivered,14/04/2023 10:23:00
R00051,Submitted,19/04/2023 21:08:00
R00051,In Progress,19/04/2023 21:14:00
R00051,Delivered,19/04/2023 21:23:00
R00052,Submitted,10/06/2023 15:29:00
R00052,In Progress,10/06/2023 15:31:00
R00052,Delivered,10/06/2023 15:43:00
R00053,Submitted,11/12/2023 17:17:00
R00053,In Progress,11/12/2023 17:20:00
R00053,Delivered,11/12/2023 17:31:00
R00054,Submitted,24/05/2023 10:23:00
R00054,In Progress,24/05/2023 10:27:00
R00054,Delivered,24/05/2023 10:40:00
R00055,Submitted,27/04/2023 10:09:00
R00055,In Progress,27/04/2023 10:11:00
R00055,Delivered,27/04/2023 10:20:00
R00056,Submitted,18/05/2023 15:26:00
R00056,In Progress,18/05/2023 15:31:00
R00056,Delivered,18/05/2023 15:45:00
R00057,Submitted,07/06/2023 16:23:00
R00057,In Progress,07/06/2023 16:25:00
R00057,Delivered,07/06/2023 16:42:00
R00058,Submitted,09/02/2023 17:35:00
R00058,In Progress,09/02/2023 17:37:00
R00058,Delivered,09/02/2023 17:51:00
R00059,Submitted,21/06/2023 16:09:00
R00059,In Progress,21/06/2023 16:13:00
R00059,Delivered,21/06/2023 16:27:00
R00060,Submitted,06/09/2023 16:19:00
R00060,In Progress,06/09/2023 16:20:00
R00060,Delivered,06/09/2023 16:32:00
R00061,Submitted,07/04/2023 11:32:00
R00061,In Progress,07/04/2023 11:34:00
R00061,Delivered,07/04/2023 11:42:00
R00062,Submitted,07/04/2023 10:11:00
R00062,In Progress,07/04/2023 10:15:00
R00062,Delivered,07/04/2023 10:27:00
R00063,Submitted,17/11/2023 13:23:00
R00063,In Progress,17/11/2023 13:29:00
R00063,Delivered,17/11/2023 13:41:00
R00064,Submitted,12/05/2023 20:29:00
R00064,In Progress,12/05/2023 20:33:00
R00064,Delivered,12/05/2023 20:39:00
R00065,Submitted,10/05/2023 10:27:00
R00065,In Progress,10/05/2023 10:31:00
R00065,Delivered,10/05/2023 10:38:00
R00066,Submitted,15/03/2023 13:06:00
R00066,In Progress,15/03/2023 13:12:00
R00066,Delivered,15/03/2023 13:16:00
R00067,Submitted,26/01/2023 19:11:00
R00067,In Progress,26/01/2023 19:12:00
R00067,Delivered,26/01/2023 19:25:00
R00068,Submitted,18/04/2023 10:37:00
R00068,In Progress,18/04/2023 10:39:00
R00068,Delivered,18/04/2023 10:52:00
R00069,Submitted,06/12/2023 11:21:00
R00069,In Progress,06/12/2023 11:22:00
R00069,Delivered,06/12/2023 11:40:00
R00070,Submitted,15/02/2023 18:36:00
R00070,In Progress,15/02/2023 18:37:00
R00070,Delivered,15/02/2023 18:52:00
R00071,Submitted,03/10/2023 21:15:00
R00071,In Progress,03/10/2023 21:20:00
R00071,Delivered,03/10/2023 21:29:00
R00072,Submitted,14/03/2023 17:43:00
R00072,In Progress,14/03/2023 17:45:00
R00072,Delivered,14/03/2023 17:57:00
R00073,Submitted,31/03/2023 20:26:00
R00073,In Progress,31/03/2023 20:32:00
R00073,Delivered,31/03/2023 20:44:00
R00074,Submitted,14/08/2023 11:09:00
R00074,In Progress,14/08/2023 11:10:00
R00074,Delivered,14/08/2023 11:25:00
R00075,Submitted,21/05/2023 21:41:00
R00075,In Progress,21/05/2023 21:43:00
R00075,Delivered,21/05/2023 21:58:00
R00076,Submitted,13/06/2023 19:16:00
R00076,In Progress,13/06/2023 19:22:00
R00076,Delivered,13/06/2023 19:35:00
R00077,Submitted,15/10/2023 19:28:00
R00077,In Progress,15/10/2023 19:33:00
R00077,Delivered,15/10/2023 19:41:00
R00078,Submitted,03/06/2023 20:22:00
R00078,In Progress,03/06/2023 20:28:00
R00078,Delivered,03/06/2023 20:39:00
R00079,Submitted,07/05/2023 14:40:00
R00079,In Progress,07/05/2023 14:42:00
R00079,Delivered,07/05/2023 14:57:00
R00080,Submitted,08/03/2023 11:05:00
R00080,In Progress,08/03/2023 11:06:00
R00080,Delivered,08/03/2023 11:24:00
R00081,Submitted,18/06/2023 15:08:00
R00081,In Progress,18/06/2023 15:11:00
R00081,Delivered,18/06/2023 15:27:00
R00082,Submitted,20/03/2023 21:37:00
R00082,In Progress,20/03/2023 21:38:00
R00082,Delivered,20/03/2023 21:54:00
R00083,Submitted,20/04/2023 12:41:00
R00083,In Progress,20/04/2023 12:47:00
R00083,Delivered,20/04/2023 12:58:00
R00084,Submitted,03/07/2023 19:15:00
R00084,In Progress,03/07/2023 19:19:00
R00084,Delivered,03/07/2023 19:29:00
R00085,Submitted,17/04/2023 12:16:00
R00085,In Progress,17/04/2023 12:20:00
R00085,Delivered,17/04/2023 12:35:00
R00086,Submitted,05/09/2023 10:26:00
R00086,In Progress,05/09/2023 10:32:00
R00086,Delivered,05/09/2023 10:40:00
R00087,Submitted,12/05/2023 11:03:00
R00087,In Progress,12/05/2023 11:09:00
R00087,Delivered,12/05/2023 11:18:00
R00088,Submitted,11/03/2023 16:29:00
R00088,In Progress,11/03/2023 16:33:00
R00088,Delivered,11/03/2023 16:41:00
R00089,Submitted,03/08/2023 12:34:00
R00089,In Progress,03/08/2023 12:39:00
R00089,Delivered,03/08/2023 12:48:00
R00090,Submitted,30/03/2023 21:24:00
R00090,In Progress,30/03/2023 21:25:00
R00090,Delivered,30/03/2023 21:38:00
R00091,Submitted,01/08/2023 17:37:00
R00091,In Progress,01/08/2023 17:38:00
R00091,Delivered,01/08/2023 17:51:00
R00092,Submitted,06/07/2023 15:07:00
R00092,In Progress,06/07/2023 15:11:00
R00092,Delivered,06/07/2023 15:20:00
R00093,Submitted,18/05/2023 17:36:00
R00093,In Progress,18/05/2023 17:42:00
R00093,Delivered,18/05/2023 17:52:00
R00094,Submitted,02/05/2023 17:32:00
R00094,In Progress,02/05/2023 17:35:00
R00094,Delivered,02/05/2023 17:48:00
R00095,Submitted,01/04/2023 17:30:00
R00095,In Progress,01/04/2023 17:34:00
R00095,Delivered,01/04/2023 17:43:00
R00096,Submitted,26/03/2023 11:35:00
R00096,In Progress,26/03/2023 11:40:00
R00096,Delivered,26/03/2023 11:52:00
R00097,Submitted,15/04/2023 21:43:00
R00097,In Progress,15/04/2023 21:46:00
R00097,Delivered,15/04/2023 22:01:00
R00098,Submitted,18/02/2023 11:28:00
R00098,In Progress,18/02/2023 11:33:00
R00098,Delivered,18/02/2023 11:42:00
R00099,Submitted,24/02/2023 21:17:00
R00099,In Progress,24/02/2023 21:21:00
R00099,Delivered,24/02/2023 21:27:00
R00100,Submitted,19/08/2023 16:32:00
R00100,In Progress,19/08/2023 16:35:00
R00100,Delivered,19/08/2023 16:48:00
R00101,Submitted,22/05/2023 17:34:00
R00101,In Progress,22/05/2023 17:39:00
R00101,Delivered,22/05/2023 17:51:00
R00102,Submitted,08/06/2023 13:15:00
R00102,In Progress,08/06/2023 13:17:00
R00102,Delivered,08/06/2023 13:27:00
R00103,Submitted,20/02/2023 10:30:00
R00103,In Progress,20/02/2023 10:31:00
R00103,Delivered,20/02/2023 10:40:00
R00104,Submitted,27/11/2023 19:39:00
R00104,In Progress,27/11/2023 19:44:00
R00104,Delivered,27/11/2023 19:53:00
R00105,Submitted,13/03/2023 12:18:00
R00105,In Progress,13/03/2023 12:21:00
R00105,Delivered,13/03/2023 12:29:00
R00106,Submitted,15/04/2023 17:42:00
R00106,In Progress,15/04/2023 17:46:00
R00106,Delivered,15/04/2023 17:53:00
R00107,Submitted,09/05/2023 11:37:00
R00107,In Progress,09/05/2023 11:42:00
R00107,Delivered,09/05/2023 11:47:00
R00108,Submitted,20/11/2023 19:25:00
R00108,In Progress,20/11/2023 19:28:00
R00108,Delivered,20/11/2023 19:44:00
R00109,Submitted,20/08/2023 12:27:00
R00109,In Progress,20/08/2023 12:31:00
R00109,Delivered,20/08/2023 12:45:00
R00110,Submitted,19/05/2023 11:41:00
R00110,In Progress,19/05/2023 11:42:00
R00110,Delivered,19/05/2023 12:00:00
R00111,Submitted,07/10/2023 16:41:00
R00111,In Progress,07/10/2023 16:42:00
R00111,Delivered,07/10/2023 16:59:00
R00112,Submitted,29/07/2023 11:14:00
R00112,In Progress,29/07/2023 11:18:00
R00112,Delivered,29/07/2023 11:31:00
R00113,Submitted,03/05/2023 21:39:00
R00113,In Progress,03/05/2023 21:45:00
R00113,Delivered,03/05/2023 21:53:00
R00114,Submitted,21/04/2023 18:24:00
R00114,In Progress,21/04/2023 18:27:00
R00114,Delivered,21/04/2023 18:40:00
R00115,Submitted,14/12/2023 21:22:00
R00115,In Progress,14/12/2023 21:24:00
R00115,Delivered,14/12/2023 21:40:00
R00116,Submitted,04/05/2023 10:20:00
R00116,In Progress,04/05/2023 10:26:00
R00116,Delivered,04/05/2023 10:39:00
R00117,Submitted,26/03/2023 17:41:00
R00117,In Progress,26/03/2023 17:43:00
R00117,Delivered,26/03/2023 17:57:00
R00118,Submitted,13/08/2023 17:35:00
R00118,In Progress,13/08/2023 17:40:00
R00118,Delivered,13/08/2023 17:48:00
R00119,Submitted,18/10/2023 11:06:00
R00119,In Progress,18/10/2023 11:07:00
R00119,Delivered,18/10/2023 11:16:00
R00120,Submitted,14/03/2023 20:30:00
R00120,In Progress,14/03/2023 20:31:00
R00120,Delivered,14/03/2023 20:45:00
R00121,Submitted,06/03/2023 10:19:00
R00121,In Progress,06/03/2023 10:23:00
R00121,Delivered,06/03/2023 10:31:00
R00122,Submitted,14/04/2023 20:38:00
R00122,In Progress,14/04/2023 20:41:00
R00122,Delivered,14/04/2023 20:57:00
R00123,Submitted,01/11/2023 15:29:00
R00123,In Progress,01/11/2023 15:33:00
R00123,Delivered,01/11/2023 15:41:00
R00124,Submitted,19/04/2023 13:31:00
R00124,In Progress,19/04/2023 13:34:00
R00124,Delivered,19/04/2023 13:49:00
R00125,Submitted,29/04/2023 20:21:00
R00125,In Progress,29/04/2023 20:25:00
R00125,Delivered,29/04/2023 20:34:00
R00126,Submitted,16/04/2023 10:03:00
R00126,In Progress,16/04/2023 10:04:00
R00126,Delivered,16/04/2023 10:20:00
R00127,Submitted,10/09/2023 11:30:00
R00127,In Progress,10/09/2023 11:33:00
R00127,Delivered,10/09/2023 11:46:00
R00128,Submitted,06/04/2023 21:36:00
R00128,In Progress,06/04/2023 21:38:00
R00128,Delivered,06/04/2023 21:50:00
R00129,Submitted,20/05/2023 14:14:00
R00129,In Progress,20/05/2023 14:16:00
R00129,Delivered,20/05/2023 14:30:00
R00130,Submitted,30/03/2023 21:08:00
R00130,In Progress,30/03/2023 21:14:00
R00130,Delivered,30/03/2023 21:25:00
R00131,Submitted,23/05/2023 18:26:00
R00131,In Progress,23/05/2023 18:29:00
R00131,Delivered,23/05/2023 18:44:00
R00132,Submitted,30/09/2023 20:22:00
R00132,In Progress,30/09/2023 20:27:00
R00132,Delivered,30/09/2023 20:35:00
R00133,Submitted,20/03/2023 18:16:00
R00133,In Progress,20/03/2023 18:18:00
R00133,Delivered,20/03/2023 18:32:00
R00134,Submitted,25/05/2023 11:17:00
R00134,In Progress,25/05/2023 11:22:00
R00134,Delivered,25/05/2023 11:31:00
R00135,Submitted,25/07/2023 16:12:00
R00135,In Progress,25/07/2023 16:15:00
R00135,Delivered,25/07/2023 16:25:00
R00136,Submitted,23/10/2023 11:15:00
R00136,In Progress,23/10/2023 11:16:00
R00136,Delivered,23/10/2023 11:27:00
R00137,Submitted,17/04/2023 12:04:00
R00137,In Progress,17/04/2023 12:09:00
R00137,Delivered,17/04/2023 12:16:00
R00138,Submitted,20/03/2023 10:19:00
R00138,In Progress,20/03/2023 10:21:00
R00138,Delivered,20/03/2023 10:31:00
R00139,Submitted,21/03/2023 16:12:00
R00139,In Progress,21/03/2023 16:13:00
R00139,Delivered,21/03/2023 16:23:00
R00140,Submitted,19/05/2023 20:24:00
R00140,In Progress,19/05/2023 20:30:00
R00140,Delivered,19/05/2023 20:34:00
R00141,Submitted,08/05/2023 18:41:00
R00141,In Progress,08/05/2023 18:43:00
R00141,Delivered,08/05/2023 18:57:00
R00142,Submitted,23/10/2023 12:12:00
R00142,In Progress,23/10/2023 12:13:00
R00142,Delivered,23/10/2023 12:24:00
R00143,Submitted,26/09/2023 14:29:00
R00143,In Progress,26/09/2023 14:33:00
R00143,Delivered,26/09/2023 14:45:00
R00144,Submitted,20/04/2023 13:04:00
R00144,In Progress,20/04/2023 13:05:00
R00144,Delivered,20/04/2023 13:23:00
R00145,Submitted,18/06/2023 10:21:00
R00145,In Progress,18/06/2023 10:24:00
R00145,Delivered,18/06/2023 10:37:00
R00146,Submitted,13/03/2023 19:18:00
R00146,In Progress,13/03/2023 19:23:00
R00146,Delivered,13/03/2023 19:35:00
R00147,Submitted,28/04/2023 19:20:00
R00147,In Progress,28/04/2023 19:22:00
R00147,Delivered,28/04/2023 19:38:00
R00148,Submitted,28/04/2023 16:20:00
R00148,In Progress,28/04/2023 16:25:00
R00148,Delivered,28/04/2023 16:35:00
R00149,Submitted,29/04/2023 10:34:00
R00149,In Progress,29/04/2023 10:36:00
R00149,Delivered,29/04/2023 10:47:00
R00150,Submitted,25/05/2023 15:38:00
R00150,In Progress,25/05/2023 15:39:00
R00150,Delivered,25/05/2023 15:52:00
R00151,Submitted,16/06/2023 15:32:00
R00151,In Progress,16/06/2023 15:34:00
R00151,Delivered,16/06/2023 15:48:00
R00152,Submitted,17/10/2023 14:39:00
R00152,In Progress,17/10/2023 14:45:00
R00152,Delivered,17/10/2023 14:56:00
R00153,Submitted,12/04/2023 10:04:00
R00153,In Progress,12/04/2023 10:08:00
R00153,Delivered,12/04/2023 10:15:00
R00154,Submitted,27/06/2023 19:13:00
R00154,In Progress,27/06/2023 19:17:00
R00154,Delivered,27/06/2023 19:26:00
R00155,Submitted,20/04/2023 11:31:00
R00155,In Progress,20/04/2023 11:32:00
R00155,Delivered,20/04/2023 11:48:00
R00156,Submitted,19/02/2023 19:40:00
R00156,In Progress,19/02/2023 19:41:00
R00156,Delivered,19/02/2023 19:54:00
R00157,Submitted,11/07/2023 12:27:00
R00157,In Progress,11/07/2023 12:31:00
R00157,Delivered,11/07/2023 12:42:00
R00158,Submitted,08/02/2023 19:20:00
R00158,In Progress,08/02/2023 19:26:00
R00158,Delivered,08/02/2023 19:39:00
R00159,Submitted,05/06/2023 16:43:00
R00159,In Progress,05/06/2023 16:46:00
R00159,Delivered,05/06/2023 16:53:00
R00160,Submitted,12/04/2023 20:39:00
R00160,In Progress,12/04/2023 20:40:00
R00160,Delivered,12/04/2023 20:52:00
R00161,Submitted,08/08/2023 21:26:00
R00161,In Progress,08/08/2023 21:30:00
R00161,Delivered,08/08/2023 21:41:00
R00162,Submitted,25/05/2023 11:28:00
R00162,In Progress,25/05/2023 11:31:00
R00162,Delivered,25/05/2023 11:40:00
R00163,Submitted,31/05/2023 18:20:00
R00163,In Progress,31/05/2023 18:23:00
R00163,Delivered,31/05/2023 18:34:00
R00164,Submitted,24/05/2023 13:05:00
R00164,In Progress,24/05/2023 13:09:00
R00164,Delivered,24/05/2023 13:23:00
R00165,Submitted,27/06/2023 11:07:00
R00165,In Progress,27/06/2023 11:13:00
R00165,Delivered,27/06/2023 11:18:00
R00166,Submitted,06/06/2023 13:09:00
R00166,In Progress,06/06/2023 13:12:00
R00166,Delivered,06/06/2023 13:22:00
R00167,Submitted,30/08/2023 18:16:00
R00167,In Progress,30/08/2023 18:17:00
R00167,Delivered,30/08/2023 18:26:00
R00168,Submitted,27/04/2023 13:04:00
R00168,In Progress,27/04/2023 13:05:00
R00168,Delivered,27/04/2023 13:17:00
R00169,Submitted,03/10/2023 12:43:00
R00169,In Progress,03/10/2023 12:48:00
R00169,Delivered,03/10/2023 12:59:00
R00170,Submitted,11/03/2023 12:35:00
R00170,In Progress,11/03/2023 12:39:00
R00170,Delivered,11/03/2023 12:54:00
R00171,Submitted,20/05/2023 13:38:00
R00171,In Progress,20/05/2023 13:44:00
R00171,Delivered,20/05/2023 13:53:00
R00172,Submitted,31/03/2023 15:24:00
R00172,In Progress,31/03/2023 15:29:00
R00172,Delivered,31/03/2023 15:39:00
R00173,Submitted,20/06/2023 20:15:00
R00173,In Progress,20/06/2023 20:16:00
R00173,Delivered,20/06/2023 20:30:00
R00174,Submitted,13/05/2023 21:28:00
R00174,In Progress,13/05/2023 21:30:00
R00174,Delivered,13/05/2023 21:41:00
R00175,Submitted,15/09/2023 13:40:00
R00175,In Progress,15/09/2023 13:41:00
R00175,Delivered,15/09/2023 13:58:00
R00176,Submitted,12/09/2023 15:12:00
R00176,In Progress,12/09/2023 15:13:00
R00176,Delivered,12/09/2023 15:28:00
R00177,Submitted,12/06/2023 16:41:00
R00177,In Progress,12/06/2023 16:43:00
R00177,Delivered,12/06/2023 16:59:00
R00178,Submitted,25/05/2023 18:20:00
R00178,In Progress,25/05/2023 18:23:00
R00178,Delivered,25/05/2023 18:30:00
R00179,Submitted,30/09/2023 16:14:00
R00179,In Progress,30/09/2023 16:19:00
R00179,Delivered,30/09/2023 16:26:00
R00180,Submitted,23/06/2023 20:41:00
R00180,In Progress,23/06/2023 20:45:00
R00180,Delivered,23/06/2023 20:55:00
R00181,Submitted,29/08/2023 18:05:00
R00181,In Progress,29/08/2023 18:08:00
R00181,Delivered,29/08/2023 18:24:00
R00182,Submitted,09/09/2023 10:13:00
R00182,In Progress,09/09/2023 10:19:00
R00182,Delivered,09/09/2023 10:23:00
R00183,Submitted,08/05/2023 17:11:00
R00183,In Progress,08/05/2023 17:17:00
R00183,Delivered,08/05/2023 17:22:00
R00184,Submitted,18/05/2023 17:39:00
R00184,In Progress,18/05/2023 17:41:00
R00184,Delivered,18/05/2023 17:51:00
R00185,Submitted,07/06/2023 11:16:00
R00185,In Progress,07/06/2023 11:21:00
R00185,Delivered,07/06/2023 11:27:00
R00186,Submitted,24/04/2023 11:42:00
R00186,In Progress,24/04/2023 11:44:00
R00186,Delivered,24/04/2023 11:52:00
R00187,Submitted,26/08/2023 14:25:00
R00187,In Progress,26/08/2023 14:29:00
R00187,Delivered,26/08/2023 14:44:00
R00188,Submitted,12/05/2023 19:10:00
R00188,In Progress,12/05/2023 19:13:00
R00188,Delivered,12/05/2023 19:27:00
R00189,Submitted,24/09/2023 21:19:00
R00189,In Progress,24/09/2023 21:22:00
R00189,Delivered,24/09/2023 21:38:00
R00190,Submitted,18/04/2023 20:31:00
R00190,In Progress,18/04/2023 20:37:00
R00190,Delivered,18/04/2023 20:41:00
R00191,Submitted,10/04/2023 11:15:00
R00191,In Progress,10/04/2023 11:21:00
R00191,Delivered,10/04/2023 11:28:00
R00192,Submitted,27/11/2023 11:06:00
R00192,In Progress,27/11/2023 11:07:00
R00192,Delivered,27/11/2023 11:17:00
R00193,Submitted,14/11/2023 10:03:00
R00193,In Progress,14/11/2023 10:08:00
R00193,Delivered,14/11/2023 10:21:00
R00194,Submitted,10/03/2023 17:08:00
R00194,In Progress,10/03/2023 17:14:00
R00194,Delivered,10/03/2023 17:27:00
R00195,Submitted,16/08/2023 11:29:00
R00195,In Progress,16/08/2023 11:35:00
R00195,Delivered,16/08/2023 11:47:00
R00196,Submitted,24/06/2023 21:15:00
R00196,In Progress,24/06/2023 21:18:00
R00196,Delivered,24/06/2023 21:34:00
R00197,Submitted,15/09/2023 13:06:00
R00197,In Progress,15/09/2023 13:11:00
R00197,Delivered,15/09/2023 13:19:00
R00198,Submitted,29/05/2023 16:16:00
R00198,In Progress,29/05/2023 16:18:00
R00198,Delivered,29/05/2023 16:34:00
R00199,Submitted,16/05/2023 15:34:00
R00199,In Progress,16/05/2023 15:35:00
R00199,Delivered,16/05/2023 15:52:00
R00200,Submitted,06/08/2023 11:23:00
R00200,In Progress,06/08/2023 11:28:00
R00200,Delivered,06/08/2023 11:35:00
R00201,Submitted,28/04/2023 11:10:00
R00201,In Progress,28/04/2023 11:15:00
R00201,Delivered,28/04/2023 11:20:00
R00202,Submitted,16/04/2023 11:14:00
R00202,In Progress,16/04/2023 11:19:00
R00202,Delivered,16/04/2023 11:24:00
R00203,Submitted,23/03/2023 14:15:00
R00203,In Progress,23/03/2023 14:18:00
R00203,Delivered,23/03/2023 14:25:00
R00204,Submitted,09/10/2023 21:14:00
R00204,In Progress,09/10/2023 21:18:00
R00204,Delivered,09/10/2023 21:28:00
R00205,Submitted,30/09/2023 15:08:00
R00205,In Progress,30/09/2023 15:11:00
R00205,Delivered,30/09/2023 15:18:00
R00206,Submitted,01/06/2023 21:27:00
R00206,In Progress,01/06/2023 21:28:00
R00206,Delivered,01/06/2023 21:45:00
R00207,Submitted,21/07/2023 10:29:00
R00207,In Progress,21/07/2023 10:34:00
R00207,Delivered,21/07/2023 10:42:00
R00208,Submitted,21/07/2023 14:28:00
R00208,In Progress,21/07/2023 14:33:00
R00208,Delivered,21/07/2023 14:43:00
R00209,Submitted,15/09/2023 20:15:00
R00209,In Progress,15/09/2023 20:18:00
R00209,Delivered,15/09/2023 20:34:00
R00210,Submitted,08/09/2023 12:29:00
R00210,In Progress,08/09/2023 12:33:00
R00210,Delivered,08/09/2023 12:43:00
R00211,Submitted,17/10/2023 14:15:00
R00211,In Progress,17/10/2023 14:21:00
R00211,Delivered,17/10/2023 14:31:00
R00212,Submitted,02/04/2023 14:10:00
